LocationId,City,State,LocationCounty,MatchStatus,SourceGeoType,SourceStateName,SourceGeoName,Year,DaysWithAQI,MedianAQI,P90AQI,MaxAQI,GoodDays,ModerateDays,UnhealthySensitiveDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,SourceUrl
7,Anchorage,AK,Alaska,matched_city_as_county,county,Alaska,Anchorage ,2012,366,34,70,100,264,102,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2012.zip
8,Huntsville,AL,Madison,matched_county,county,Alabama,Madison,2012,338,45,74,147,213,111,14,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2012.zip
9,Mobile,AL,Mobile,matched_county,county,Alabama,Mobile,2012,284,40,64,126,211,70,3,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2012.zip
89,Camden,AR,Ouachita,unmatched,,,,2012,,,,,,,,,,,
10,Little Rock,AR,Pulaski,matched_county,county,Arkansas,Pulaski,2012,366,58,84,150,77,272,17,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2012.zip
12,Phoenix,AZ,Maricopa,matched_county,county,Arizona,Maricopa,2012,366,71,115,268,33,265,61,6,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2012.zip
69,Sierra Vista,AZ,Cochise,matched_county,county,Arizona,Cochise,2012,360,50,84,120,189,162,9,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2012.zip
11,Tucson,AZ,Pima,matched_county,county,Arizona,Pima,2012,366,51,84,143,164,193,9,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2012.zip
14,Costa Mesa,CA,Orange,matched_county,county,California,Orange,2012,366,60,84,147,75,279,12,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2012.zip
91,Eureka,CA,Humboldt,matched_county,county,California,Humboldt,2012,366,39,58,76,252,114,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2012.zip
71,Irvine,CA,Orange,matched_county,county,California,Orange,2012,366,60,84,147,75,279,12,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2012.zip
73,San Diego,CA,San Diego,matched_county,county,California,San Diego,2012,366,67,100,170,26,304,35,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2012.zip
13,Yuba City,CA,Sutter,matched_county,county,California,Sutter,2012,366,53,86,150,159,190,17,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2012.zip
15,Colorado Springs,CO,El Paso,matched_county,county,Colorado,El Paso,2012,366,48,90,129,208,138,20,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2012.zip
85,Pueblo,CO,Pueblo,matched_county,county,Colorado,Pueblo,2012,133,31,52,82,116,17,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2012.zip
16,Bridgeport,CT,Fairfield,matched_county,county,Connecticut,Fairfield,2012,366,50,90,179,194,143,19,10,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2012.zip
