LocationId,City,State,LocationCounty,MatchStatus,SourceGeoType,SourceStateName,SourceGeoName,Year,DaysWithAQI,MedianAQI,P90AQI,MaxAQI,GoodDays,ModerateDays,UnhealthySensitiveDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,SourceUrl
7,Anchorage,AK,Alaska,matched_city_as_county,county,Alaska,Anchorage ,2018,365,30,60,87,288,77,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
8,Huntsville,AL,Madison,matched_county,county,Alabama,Madison,2018,365,49,62,115,194,170,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
9,Mobile,AL,Mobile,matched_county,county,Alabama,Mobile,2018,359,44,61,105,218,140,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
89,Camden,AR,Ouachita,unmatched,,,,2018,,,,,,,,,,,
10,Little Rock,AR,Pulaski,matched_county,county,Arkansas,Pulaski,2018,365,52,66,122,164,199,2,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
12,Phoenix,AZ,Maricopa,matched_county,county,Arizona,Maricopa,2018,365,71,115,274,49,252,57,4,3,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
69,Sierra Vista,AZ,Cochise,matched_county,county,Arizona,Cochise,2018,365,45,63,90,266,99,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
11,Tucson,AZ,Pima,matched_county,county,Arizona,Pima,2018,365,52,84,129,164,190,11,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
14,Costa Mesa,CA,Orange,matched_county,county,California,Orange,2018,365,54,86,160,114,233,15,3,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
91,Eureka,CA,Humboldt,matched_county,county,California,Humboldt,2018,365,35,58,167,301,58,5,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
71,Irvine,CA,Orange,matched_county,county,California,Orange,2018,365,54,86,160,114,233,15,3,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
73,San Diego,CA,San Diego,matched_county,county,California,San Diego,2018,365,67,100,143,28,302,35,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
13,Yuba City,CA,Sutter,matched_county,county,California,Sutter,2018,365,58,100,420,94,236,22,6,6,1,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
15,Colorado Springs,CO,El Paso,matched_county,county,Colorado,El Paso,2018,365,47,84,119,217,140,8,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
85,Pueblo,CO,Pueblo,matched_county,county,Colorado,Pueblo,2018,123,29,51,101,108,14,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
16,Bridgeport,CT,Fairfield,matched_county,county,Connecticut,Fairfield,2018,365,46,80,185,218,126,14,7,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
17,Wilmington,DE,New Castle,matched_county,county,Delaware,New Castle,2018,365,48,71,150,212,147,6,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
19,Malabar,FL,Brevard,matched_county,county,Florida,Brevard,2018,365,41,55,129,288,76,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
72,Orlando,FL,Orange,matched_county,county,Florida,Orange,2018,365,40,55,151,286,77,1,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2018.zip
