LocationId,City,State,LocationCounty,MatchStatus,SourceGeoType,SourceStateName,SourceGeoName,Year,DaysWithAQI,MedianAQI,P90AQI,MaxAQI,GoodDays,ModerateDays,UnhealthySensitiveDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,SourceUrl
7,Anchorage,AK,Alaska,matched_city_as_county,county,Alaska,Anchorage ,2016,361,40,63,91,252,109,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2016.zip
8,Huntsville,AL,Madison,matched_county,county,Alabama,Madison,2016,333,42,57,122,258,74,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2016.zip
9,Mobile,AL,Mobile,matched_county,county,Alabama,Mobile,2016,358,51,63,139,179,177,2,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2016.zip
89,Camden,AR,Ouachita,unmatched,,,,2016,,,,,,,,,,,
10,Little Rock,AR,Pulaski,matched_county,county,Arkansas,Pulaski,2016,366,52,64,100,172,194,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2016.zip
12,Phoenix,AZ,Maricopa,matched_county,county,Arizona,Maricopa,2016,366,67,101,227,47,282,36,0,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2016.zip
69,Sierra Vista,AZ,Cochise,matched_county,county,Arizona,Cochise,2016,366,44,61,141,278,86,2,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2016.zip
11,Tucson,AZ,Pima,matched_county,county,Arizona,Pima,2016,366,50,74,119,191,171,4,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2016.zip
14,Costa Mesa,CA,Orange,matched_county,county,California,Orange,2016,366,58,88,169,87,264,13,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2016.zip
91,Eureka,CA,Humboldt,matched_county,county,California,Humboldt,2016,366,38,57,77,288,78,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2016.zip
71,Irvine,CA,Orange,matched_county,county,California,Orange,2016,366,58,88,169,87,264,13,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2016.zip
73,San Diego,CA,San Diego,matched_county,county,California,San Diego,2016,366,68,105,164,30,294,40,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2016.zip
13,Yuba City,CA,Sutter,matched_county,county,California,Sutter,2016,366,58,97,147,115,219,32,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2016.zip
15,Colorado Springs,CO,El Paso,matched_county,county,Colorado,El Paso,2016,366,46,67,126,253,111,2,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2016.zip
85,Pueblo,CO,Pueblo,matched_county,county,Colorado,Pueblo,2016,128,26,44,64,121,7,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2016.zip
16,Bridgeport,CT,Fairfield,matched_county,county,Connecticut,Fairfield,2016,366,52,87,185,160,183,16,7,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2016.zip
