LocationId,City,State,LocationCounty,MatchStatus,SourceGeoType,SourceStateName,SourceGeoName,Year,DaysWithAQI,MedianAQI,P90AQI,MaxAQI,GoodDays,ModerateDays,UnhealthySensitiveDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,SourceUrl
7,Anchorage,AK,Alaska,matched_city_as_county,county,Alaska,Anchorage ,2006,304,24,56,98,255,49,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2006.zip
8,Huntsville,AL,Madison,matched_county,county,Alabama,Madison,2006,362,47,84,156,206,142,12,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2006.zip
9,Mobile,AL,Mobile,matched_county,county,Alabama,Mobile,2006,359,46,84,164,209,126,21,3,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2006.zip
89,Camden,AR,Ouachita,unmatched,,,,2006,,,,,,,,,,,
10,Little Rock,AR,Pulaski,matched_county,county,Arkansas,Pulaski,2006,365,59,87,166,80,264,15,6,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2006.zip
12,Phoenix,AZ,Maricopa,matched_county,county,Arizona,Maricopa,2006,365,84,126,179,26,236,88,15,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2006.zip
69,Sierra Vista,AZ,Cochise,matched_county,county,Arizona,Cochise,2006,360,47,74,119,230,121,9,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2006.zip
11,Tucson,AZ,Pima,matched_county,county,Arizona,Pima,2006,365,50,90,143,184,162,19,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2006.zip
14,Costa Mesa,CA,Orange,matched_county,county,California,Orange,2006,365,60,97,209,84,250,21,9,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2006.zip
91,Eureka,CA,Humboldt,matched_county,county,California,Humboldt,2006,101,32,63,99,71,30,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2006.zip
71,Irvine,CA,Orange,matched_county,county,California,Orange,2006,365,60,97,209,84,250,21,9,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2006.zip
73,San Diego,CA,San Diego,matched_county,county,California,San Diego,2006,365,71,126,187,57,237,55,16,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2006.zip
13,Yuba City,CA,Sutter,matched_county,county,California,Sutter,2006,365,58,108,179,130,188,41,6,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2006.zip
15,Colorado Springs,CO,El Paso,matched_county,county,Colorado,El Paso,2006,365,47,87,129,207,142,16,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2006.zip
85,Pueblo,CO,Pueblo,matched_county,county,Colorado,Pueblo,2006,129,44,59,70,82,47,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2006.zip
16,Bridgeport,CT,Fairfield,matched_county,county,Connecticut,Fairfield,2006,365,42,90,215,250,86,18,9,2,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2006.zip
