LocationId,City,State,LocationCounty,MatchStatus,SourceGeoType,SourceStateName,SourceGeoName,Year,DaysWithAQI,MedianAQI,P90AQI,MaxAQI,GoodDays,ModerateDays,UnhealthySensitiveDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,SourceUrl
7,Anchorage,AK,Alaska,matched_city_as_county,county,Alaska,Anchorage ,2010,365,36,64,127,270,93,2,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
8,Huntsville,AL,Madison,matched_county,county,Alabama,Madison,2010,335,47,74,136,205,126,4,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
9,Mobile,AL,Mobile,matched_county,county,Alabama,Mobile,2010,363,42,74,140,245,110,8,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
89,Camden,AR,Ouachita,unmatched,,,,2010,,,,,,,,,,,
10,Little Rock,AR,Pulaski,matched_county,county,Arkansas,Pulaski,2010,365,59,80,133,74,283,8,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
12,Phoenix,AZ,Maricopa,matched_county,county,Arizona,Maricopa,2010,365,64,100,170,86,250,27,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
69,Sierra Vista,AZ,Cochise,matched_county,county,Arizona,Cochise,2010,363,45,67,112,244,115,4,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
11,Tucson,AZ,Pima,matched_county,county,Arizona,Pima,2010,365,49,80,141,204,156,5,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
14,Costa Mesa,CA,Orange,matched_county,county,California,Orange,2010,365,61,82,177,65,292,7,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
91,Eureka,CA,Humboldt,matched_county,county,California,Humboldt,2010,365,30,41,75,348,17,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
71,Irvine,CA,Orange,matched_county,county,California,Orange,2010,365,61,82,177,65,292,7,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
73,San Diego,CA,San Diego,matched_county,county,California,San Diego,2010,365,64,93,192,35,305,21,4,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
13,Yuba City,CA,Sutter,matched_county,county,California,Sutter,2010,365,52,71,177,163,198,3,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
15,Colorado Springs,CO,El Paso,matched_county,county,Colorado,El Paso,2010,365,46,74,151,254,107,3,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
85,Pueblo,CO,Pueblo,matched_county,county,Colorado,Pueblo,2010,142,31,48,70,128,14,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
16,Bridgeport,CT,Fairfield,matched_county,county,Connecticut,Fairfield,2010,365,47,93,179,204,132,25,4,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
17,Wilmington,DE,New Castle,matched_county,county,Delaware,New Castle,2010,365,55,97,158,131,201,28,5,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
19,Malabar,FL,Brevard,matched_county,county,Florida,Brevard,2010,365,48,61,87,199,166,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
72,Orlando,FL,Orange,matched_county,county,Florida,Orange,2010,365,51,64,133,172,188,5,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2010.zip
