LocationId,City,State,LocationCounty,MatchStatus,SourceGeoType,SourceStateName,SourceGeoName,Year,DaysWithAQI,MedianAQI,P90AQI,MaxAQI,GoodDays,ModerateDays,UnhealthySensitiveDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,SourceUrl
7,Anchorage,AK,Alaska,matched_city_as_county,county,Alaska,Anchorage ,2001,305,31,61,113,247,56,2,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
8,Huntsville,AL,Madison,matched_county,county,Alabama,Madison,2001,364,45,87,136,212,136,16,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
9,Mobile,AL,Mobile,matched_county,county,Alabama,Mobile,2001,287,48,84,159,158,113,15,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
89,Camden,AR,Ouachita,unmatched,,,,2001,,,,,,,,,,,
10,Little Rock,AR,Pulaski,matched_county,county,Arkansas,Pulaski,2001,365,63,100,156,68,264,29,4,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
12,Phoenix,AZ,Maricopa,matched_county,county,Arizona,Maricopa,2001,365,80,122,185,25,256,71,13,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
69,Sierra Vista,AZ,Cochise,matched_county,county,Arizona,Cochise,2001,343,44,64,93,261,82,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
11,Tucson,AZ,Pima,matched_county,county,Arizona,Pima,2001,365,49,77,115,207,154,4,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
14,Costa Mesa,CA,Orange,matched_county,county,California,Orange,2001,365,66,115,179,80,224,50,11,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
91,Eureka,CA,Humboldt,matched_county,county,California,Humboldt,2001,323,6,49,95,293,30,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
71,Irvine,CA,Orange,matched_county,county,California,Orange,2001,365,66,115,179,80,224,50,11,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
73,San Diego,CA,San Diego,matched_county,county,California,San Diego,2001,365,77,129,212,13,261,76,14,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
13,Yuba City,CA,Sutter,matched_county,county,California,Sutter,2001,365,44,97,169,234,102,26,3,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
15,Colorado Springs,CO,El Paso,matched_county,county,Colorado,El Paso,2001,365,46,71,105,237,125,3,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
85,Pueblo,CO,Pueblo,matched_county,county,Colorado,Pueblo,2001,125,43,57,87,87,38,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
16,Bridgeport,CT,Fairfield,matched_county,county,Connecticut,Fairfield,2001,365,49,109,229,192,132,21,15,5,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
17,Wilmington,DE,New Castle,matched_county,county,Delaware,New Castle,2001,365,67,112,192,59,254,32,20,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
19,Malabar,FL,Brevard,matched_county,county,Florida,Brevard,2001,365,40,64,159,286,71,6,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
72,Orlando,FL,Orange,matched_county,county,Florida,Orange,2001,365,56,76,155,109,239,16,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2001.zip
