LocationId,City,State,LocationCounty,MatchStatus,SourceGeoType,SourceStateName,SourceGeoName,Year,DaysWithAQI,MedianAQI,P90AQI,MaxAQI,GoodDays,ModerateDays,UnhealthySensitiveDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,SourceUrl
7,Anchorage,AK,Alaska,matched_city_as_county,county,Alaska,Anchorage ,1991,364,44,81,135,212,146,6,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
8,Huntsville,AL,Madison,matched_county,county,Alabama,Madison,1991,365,43,90,154,245,91,27,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
9,Mobile,AL,Mobile,matched_county,county,Alabama,Mobile,1991,289,33,49,185,267,21,0,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
89,Camden,AR,Ouachita,matched_county,county,Arkansas,Ouachita,1991,56,17,33,56,55,1,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
10,Little Rock,AR,Pulaski,matched_county,county,Arkansas,Pulaski,1991,365,39,87,164,283,56,24,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
12,Phoenix,AZ,Maricopa,matched_county,county,Arizona,Maricopa,1991,365,67,115,177,97,210,50,8,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
69,Sierra Vista,AZ,Cochise,matched_county,county,Arizona,Cochise,1991,338,45,74,147,233,99,6,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
11,Tucson,AZ,Pima,matched_county,county,Arizona,Pima,1991,365,55,84,143,131,218,16,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
14,Costa Mesa,CA,Orange,matched_county,county,California,Orange,1991,365,74,143,242,95,155,79,27,9,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
91,Eureka,CA,Humboldt,matched_county,county,California,Humboldt,1991,353,15,28,39,353,0,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
71,Irvine,CA,Orange,matched_county,county,California,Orange,1991,365,74,143,242,95,155,79,27,9,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
73,San Diego,CA,San Diego,matched_county,county,California,San Diego,1991,365,89,177,242,66,143,94,45,17,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
13,Yuba City,CA,Sutter,matched_county,county,California,Sutter,1991,343,40,93,174,226,89,26,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
15,Colorado Springs,CO,El Paso,matched_county,county,Colorado,El Paso,1991,365,50,79,136,187,166,12,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
85,Pueblo,CO,Pueblo,matched_county,county,Colorado,Pueblo,1991,57,26,43,55,55,2,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
16,Bridgeport,CT,Fairfield,matched_county,county,Connecticut,Fairfield,1991,365,44,115,228,238,79,23,17,8,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
17,Wilmington,DE,New Castle,matched_county,county,Delaware,New Castle,1991,365,44,119,220,236,75,37,9,8,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
19,Malabar,FL,Brevard,matched_county,county,Florida,Brevard,1991,365,37,51,133,328,35,2,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
72,Orlando,FL,Orange,matched_county,county,Florida,Orange,1991,365,37,58,159,314,45,5,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
18,Pensacola,FL,Escambia,matched_county,county,Florida,Escambia,1991,365,40,74,201,282,68,13,1,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
20,Atlanta,GA,Fulton,matched_county,county,Georgia,Fulton,1991,365,41,66,129,270,89,6,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1991.zip
