LocationId,City,State,LocationCounty,MatchStatus,SourceGeoType,SourceStateName,SourceGeoName,Year,DaysWithAQI,MedianAQI,P90AQI,MaxAQI,GoodDays,ModerateDays,UnhealthySensitiveDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,SourceUrl
7,Anchorage,AK,Alaska,matched_city_as_county,county,Alaska,Anchorage ,2008,306,22,50,86,276,30,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
8,Huntsville,AL,Madison,matched_county,county,Alabama,Madison,2008,366,56,77,147,116,241,9,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
9,Mobile,AL,Mobile,matched_county,county,Alabama,Mobile,2008,357,38,67,150,253,99,5,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
89,Camden,AR,Ouachita,unmatched,,,,2008,,,,,,,,,,,
10,Little Rock,AR,Pulaski,matched_county,county,Arkansas,Pulaski,2008,366,57,74,147,99,263,4,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
12,Phoenix,AZ,Maricopa,matched_county,county,Arizona,Maricopa,2008,366,66,108,162,62,244,59,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
69,Sierra Vista,AZ,Cochise,matched_county,county,Arizona,Cochise,2008,363,47,74,150,228,132,3,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
11,Tucson,AZ,Pima,matched_county,county,Arizona,Pima,2008,366,50,90,133,193,156,17,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
14,Costa Mesa,CA,Orange,matched_county,county,California,Orange,2008,366,67,101,197,74,250,36,6,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
91,Eureka,CA,Humboldt,matched_county,county,California,Humboldt,2008,364,29,47,88,332,32,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
71,Irvine,CA,Orange,matched_county,county,California,Orange,2008,366,67,101,197,74,250,36,6,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
73,San Diego,CA,San Diego,matched_county,county,California,San Diego,2008,366,74,117,204,32,260,63,10,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
13,Yuba City,CA,Sutter,matched_county,county,California,Sutter,2008,365,56,101,222,150,178,28,6,3,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
15,Colorado Springs,CO,El Paso,matched_county,county,Colorado,El Paso,2008,366,45,77,133,242,118,6,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
85,Pueblo,CO,Pueblo,matched_county,county,Colorado,Pueblo,2008,142,36,55,83,109,33,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
16,Bridgeport,CT,Fairfield,matched_county,county,Connecticut,Fairfield,2008,366,52,93,200,172,163,23,8,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
17,Wilmington,DE,New Castle,matched_county,county,Delaware,New Castle,2008,366,57,93,202,122,220,21,2,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
19,Malabar,FL,Brevard,matched_county,county,Florida,Brevard,2008,366,48,63,122,198,165,3,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
72,Orlando,FL,Orange,matched_county,county,Florida,Orange,2008,366,52,67,147,166,196,4,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
18,Pensacola,FL,Escambia,matched_county,county,Florida,Escambia,2008,366,52,77,151,150,203,12,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
20,Atlanta,GA,Fulton,matched_county,county,Georgia,Fulton,2008,366,63,90,211,44,298,20,3,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
77,Marietta,GA,Cobb,matched_county,county,Georgia,Cobb,2008,323,55,80,155,120,191,11,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
21,Honolulu,HI,Honolulu,matched_county,county,Hawaii,Honolulu,2008,366,24,39,99,346,20,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
83,Carroll,IA,Carroll,unmatched,,,,2008,,,,,,,,,,,
82,Decorah,IA,Winneshiek,unmatched,,,,2008,,,,,,,,,,,
22,Des Moines,IA,Polk,matched_county,county,Iowa,Polk,2008,366,52,70,113,158,207,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
24,Boise,ID,Ada,matched_county,county,Idaho,Ada,2008,366,49,71,147,194,166,6,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
23,Kuna,ID,Ada,matched_county,county,Idaho,Ada,2008,366,49,71,147,194,166,6,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
66,Chicago,IL,Cook,matched_county,county,Illinois,Cook,2008,366,70,101,117,30,299,37,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
70,Danville,IL,Vermilion,unmatched,,,,2008,,,,,,,,,,,
87,Fort Wayne,IN,Allen,matched_county,county,Indiana,Allen,2008,362,59,81,120,88,268,6,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
25,Indianopolis,IN,Marion,matched_county,county,Indiana,Marion,2008,366,61,84,143,66,293,7,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
74,Overland Park,KS,Johnson,matched_county,county,Kansas,Johnson,2008,365,40,57,100,286,79,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
26,Wichita,KS,Sedgwick,matched_county,county,Kansas,Sedgwick,2008,366,41,63,119,266,99,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
27,Louisville,KY,Jefferson,matched_county,county,Kentucky,Jefferson,2008,366,59,87,159,85,267,13,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
28,New Orleans,LA,Orleans,matched_county,county,Louisiana,Orleans,2008,345,50,66,136,173,168,4,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
29,Boston,MA,Suffolk,matched_county,county,Massachusetts,Suffolk,2008,366,58,79,143,77,282,7,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
30,Baltimore,MD,Baltimore,matched_county,county,Maryland,Baltimore,2008,366,56,87,185,121,223,17,5,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
86,Bath,ME,Sagadahoc,matched_county,county,Maine,Sagadahoc,2008,142,36,54,105,126,13,3,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
31,Portland,ME,Cumberland,matched_county,county,Maine,Cumberland,2008,355,34,55,119,314,39,2,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
32,Warren,MI,Macomb,matched_county,county,Michigan,Macomb,2008,243,46,77,147,143,88,12,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2008.zip
