LocationId,City,State,LocationCounty,MatchStatus,SourceGeoType,SourceStateName,SourceGeoName,Year,DaysWithAQI,MedianAQI,P90AQI,MaxAQI,GoodDays,ModerateDays,UnhealthySensitiveDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,SourceUrl
7,Anchorage,AK,Alaska,matched_city_as_county,county,Alaska,Anchorage ,1990,363,44,84,159,206,141,14,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
8,Huntsville,AL,Madison,matched_county,county,Alabama,Madison,1990,362,37,80,136,282,67,13,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
9,Mobile,AL,Mobile,matched_county,county,Alabama,Mobile,1990,291,41,97,182,206,60,19,6,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
89,Camden,AR,Ouachita,matched_county,county,Arkansas,Ouachita,1990,59,21,36,42,59,0,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
10,Little Rock,AR,Pulaski,matched_county,county,Arkansas,Pulaski,1990,365,41,101,206,270,58,36,0,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
12,Phoenix,AZ,Maricopa,matched_county,county,Arizona,Maricopa,1990,365,67,119,200,102,204,44,15,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
69,Sierra Vista,AZ,Cochise,matched_county,county,Arizona,Cochise,1990,353,44,71,200,242,99,11,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
11,Tucson,AZ,Pima,matched_county,county,Arizona,Pima,1990,365,59,97,151,99,236,29,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
14,Costa Mesa,CA,Orange,matched_county,county,California,Orange,1990,365,79,150,239,81,151,98,20,15,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
91,Eureka,CA,Humboldt,matched_county,county,California,Humboldt,1990,184,14,33,65,179,5,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
71,Irvine,CA,Orange,matched_county,county,California,Orange,1990,365,79,150,239,81,151,98,20,15,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
73,San Diego,CA,San Diego,matched_county,county,California,San Diego,1990,365,103,190,242,55,119,100,64,27,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
13,Yuba City,CA,Sutter,matched_county,county,California,Sutter,1990,355,37,71,143,278,64,13,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
15,Colorado Springs,CO,El Paso,matched_county,county,Colorado,El Paso,1990,365,48,72,108,210,145,10,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
85,Pueblo,CO,Pueblo,matched_county,county,Colorado,Pueblo,1990,50,23,41,61,49,1,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
16,Bridgeport,CT,Fairfield,matched_county,county,Connecticut,Fairfield,1990,365,47,108,221,222,100,26,10,7,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
17,Wilmington,DE,New Castle,matched_county,county,Delaware,New Castle,1990,357,47,108,215,201,110,34,9,3,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
19,Malabar,FL,Brevard,matched_county,county,Florida,Brevard,1990,365,40,64,143,302,56,7,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
72,Orlando,FL,Orange,matched_county,county,Florida,Orange,1990,365,42,77,177,286,57,19,3,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
18,Pensacola,FL,Escambia,matched_county,county,Florida,Escambia,1990,365,44,105,187,244,76,33,12,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
20,Atlanta,GA,Fulton,matched_county,county,Georgia,Fulton,1990,365,48,101,202,199,128,29,7,2,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
77,Marietta,GA,Cobb,matched_cbsa,cbsa,Georgia,"Atlanta-Sandy Springs-Roswell, GA",1990,365,58,172,244,150,106,50,41,18,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_cbsa_1990.zip
21,Honolulu,HI,Honolulu,matched_county,county,Hawaii,Honolulu,1990,365,16,31,53,364,1,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
83,Carroll,IA,Carroll,unmatched,,,,1990,,,,,,,,,,,
82,Decorah,IA,Winneshiek,unmatched,,,,1990,,,,,,,,,,,
22,Des Moines,IA,Polk,matched_county,county,Iowa,Polk,1990,365,32,56,97,308,57,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
24,Boise,ID,Ada,matched_county,county,Idaho,Ada,1990,201,45,65,87,118,83,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
23,Kuna,ID,Ada,matched_county,county,Idaho,Ada,1990,201,45,65,87,118,83,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
66,Chicago,IL,Cook,matched_county,county,Illinois,Cook,1990,365,53,99,172,162,173,28,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
70,Danville,IL,Vermilion,unmatched,,,,1990,,,,,,,,,,,
87,Fort Wayne,IN,Allen,matched_county,county,Indiana,Allen,1990,365,39,77,192,291,53,20,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
25,Indianopolis,IN,Marion,matched_county,county,Indiana,Marion,1990,365,42,101,207,252,75,32,5,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
74,Overland Park,KS,Johnson,matched_county,county,Kansas,Johnson,1990,49,29,44,59,47,2,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
26,Wichita,KS,Sedgwick,matched_county,county,Kansas,Sedgwick,1990,365,38,67,174,286,67,8,4,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
27,Louisville,KY,Jefferson,matched_county,county,Kentucky,Jefferson,1990,365,43,78,154,243,106,15,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
28,New Orleans,LA,Orleans,matched_county,county,Louisiana,Orleans,1990,365,40,73,150,254,105,6,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
29,Boston,MA,Suffolk,matched_county,county,Massachusetts,Suffolk,1990,365,48,74,200,205,143,15,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
30,Baltimore,MD,Baltimore,matched_county,county,Maryland,Baltimore,1990,364,45,108,215,232,87,31,12,2,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
86,Bath,ME,Sagadahoc,matched_county,county,Maine,Sagadahoc,1990,105,13,27,38,105,0,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
31,Portland,ME,Cumberland,matched_county,county,Maine,Cumberland,1990,364,35,58,216,314,35,10,4,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
32,Warren,MI,Macomb,matched_county,county,Michigan,Macomb,1990,365,30,84,203,297,43,17,7,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
80,Burnsville,MN,Dakota,matched_county,county,Minnesota,Dakota,1990,358,32,49,156,327,28,2,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
33,Minneapolis,MN,Hennepin,matched_county,county,Minnesota,Hennepin,1990,365,44,63,106,246,117,2,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
34,St. Charles,MO,St. Charles,matched_cbsa,cbsa,Missouri,"St. Louis, MO-IL",1990,365,51,129,207,180,124,36,20,5,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_cbsa_1990.zip
88,Forest,MS,Scott,unmatched,,,,1990,,,,,,,,,,,
35,Jackson,MS,Hinds,matched_county,county,Mississippi,Hinds,1990,365,37,84,151,287,56,21,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
36,Billings,MT,Yellowstone,matched_county,county,Montana,Yellowstone,1990,361,21,40,64,350,11,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
78,Great Falls,MT,Cascade,matched_county,county,Montana,Cascade,1990,350,25,40,79,340,10,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
75,Fayetteville,NC,Cumberland,matched_county,county,North Carolina,Cumberland,1990,365,46,105,172,212,105,40,8,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
38,Indian Trail,NC,Union,matched_cbsa,cbsa,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",1990,365,56,147,209,157,126,53,28,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_cbsa_1990.zip
37,Raleigh,NC,Wake,matched_county,county,North Carolina,Wake,1990,365,51,119,206,178,130,44,12,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
39,Fargo,ND,Cass,matched_county,county,North Dakota,Cass,1990,71,15,31,125,68,2,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
79,Jamestown,ND,Stutsman,unmatched,,,,1990,,,,,,,,,,,
40,Omaha,NE,Douglas,matched_county,county,Nebraska,Douglas,1990,365,40,67,151,270,87,7,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
41,Manchester,NH,Hillsborough,matched_county,county,New Hampshire,Hillsborough,1990,365,40,86,177,267,76,19,3,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
42,Paterson,NJ,Passaic,matched_county,county,New Jersey,Passaic,1990,61,26,50,66,55,6,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
43,Albuquerque,NM,Bernalillo,matched_county,county,New Mexico,Bernalillo,1990,365,50,87,169,191,155,17,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
44,Las Vegas,NV,Clark,matched_county,county,Nevada,Clark,1990,365,72,104,220,92,200,63,8,2,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
81,Rome,NY,Oneida,matched_county,county,New York,Oneida,1990,355,33,71,204,299,39,12,4,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
45,Syracuse,NY,Onondaga,matched_county,county,New York,Onondaga,1990,365,39,67,169,283,65,14,3,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
46,Akron,OH,Summit,matched_county,county,Ohio,Summit,1990,365,35,97,207,285,49,25,5,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
48,Cincinnati,OH,Hamilton,matched_county,county,Ohio,Hamilton,1990,365,47,93,209,206,126,25,6,2,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
47,Columbus,OH,Franklin,matched_county,county,Ohio,Franklin,1990,365,35,84,192,286,55,20,4,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
49,Tulsa,OK,Tulsa,matched_county,county,Oklahoma,Tulsa,1990,365,46,108,224,221,98,31,14,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
50,Portland,OR,Multnomah,matched_county,county,Oregon,Multnomah,1990,365,47,64,97,227,138,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
76,King of Prussia,PA,Montgomery,matched_county,county,Pennsylvania,Montgomery,1990,364,31,77,207,297,45,16,5,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
51,Philadelphia,PA,Philadelphia,matched_county,county,Pennsylvania,Philadelphia,1990,365,51,105,219,182,139,28,12,4,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
52,Providence,RI,Providence,matched_county,county,Rhode Island,Providence,1990,365,40,63,195,291,64,7,3,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1990.zip
