LocationId,City,State,LocationCounty,MatchStatus,SourceGeoType,SourceStateName,SourceGeoName,Year,DaysWithAQI,MedianAQI,P90AQI,MaxAQI,GoodDays,ModerateDays,UnhealthySensitiveDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,SourceUrl
7,Anchorage,AK,Alaska,matched_city_as_county,county,Alaska,Anchorage ,2007,301,22,51,135,268,32,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2007.zip
8,Huntsville,AL,Madison,matched_county,county,Alabama,Madison,2007,364,50,93,182,185,154,23,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2007.zip
9,Mobile,AL,Mobile,matched_county,county,Alabama,Mobile,2007,359,44,77,164,234,106,17,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2007.zip
89,Camden,AR,Ouachita,unmatched,,,,2007,,,,,,,,,,,
10,Little Rock,AR,Pulaski,matched_county,county,Arkansas,Pulaski,2007,365,59,88,259,80,263,18,3,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2007.zip
12,Phoenix,AZ,Maricopa,matched_county,county,Arizona,Maricopa,2007,365,77,115,408,37,262,64,1,0,1,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2007.zip
69,Sierra Vista,AZ,Cochise,matched_county,county,Arizona,Cochise,2007,357,46,71,108,226,130,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2007.zip
11,Tucson,AZ,Pima,matched_county,county,Arizona,Pima,2007,365,52,84,127,165,189,11,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2007.zip
14,Costa Mesa,CA,Orange,matched_county,county,California,Orange,2007,365,58,93,372,75,261,23,4,1,1,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2007.zip
91,Eureka,CA,Humboldt,matched_county,county,California,Humboldt,2007,339,29,47,97,311,28,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2007.zip
71,Irvine,CA,Orange,matched_county,county,California,Orange,2007,365,58,93,372,75,261,23,4,1,1,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2007.zip
73,San Diego,CA,San Diego,matched_county,county,California,San Diego,2007,365,67,115,257,51,253,51,8,2,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2007.zip
13,Yuba City,CA,Sutter,matched_county,county,California,Sutter,2007,365,53,98,151,151,181,32,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2007.zip
15,Colorado Springs,CO,El Paso,matched_county,county,Colorado,El Paso,2007,365,47,80,129,216,139,10,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2007.zip
85,Pueblo,CO,Pueblo,matched_county,county,Colorado,Pueblo,2007,128,36,55,73,100,28,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2007.zip
