LocationId,City,State,LocationCounty,MatchStatus,SourceGeoType,SourceStateName,SourceGeoName,Year,DaysWithAQI,MedianAQI,P90AQI,MaxAQI,GoodDays,ModerateDays,UnhealthySensitiveDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,SourceUrl
7,Anchorage,AK,Alaska,matched_city_as_county,county,Alaska,Anchorage ,1993,362,43,74,116,217,135,10,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1993.zip
8,Huntsville,AL,Madison,matched_county,county,Alabama,Madison,1993,365,44,101,215,244,84,32,4,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1993.zip
9,Mobile,AL,Mobile,matched_county,county,Alabama,Mobile,1993,316,36,64,115,262,48,6,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1993.zip
89,Camden,AR,Ouachita,matched_county,county,Arkansas,Ouachita,1993,61,18,29,49,61,0,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1993.zip
10,Little Rock,AR,Pulaski,matched_county,county,Arkansas,Pulaski,1993,365,38,74,156,291,69,4,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1993.zip
12,Phoenix,AZ,Maricopa,matched_county,county,Arizona,Maricopa,1993,365,65,133,200,101,193,51,20,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1993.zip
69,Sierra Vista,AZ,Cochise,matched_county,county,Arizona,Cochise,1993,348,44,64,105,253,94,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1993.zip
11,Tucson,AZ,Pima,matched_county,county,Arizona,Pima,1993,365,52,100,156,151,183,30,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1993.zip
14,Costa Mesa,CA,Orange,matched_county,county,California,Orange,1993,365,67,126,218,127,151,67,15,5,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1993.zip
91,Eureka,CA,Humboldt,unmatched,,,,1993,,,,,,,,,,,
