LocationId,City,State,LocationCounty,MatchStatus,SourceGeoType,SourceStateName,SourceGeoName,Year,DaysWithAQI,MedianAQI,P90AQI,MaxAQI,GoodDays,ModerateDays,UnhealthySensitiveDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,SourceUrl
7,Anchorage,AK,Alaska,matched_city_as_county,county,Alaska,Anchorage ,2013,365,31,59,151,286,78,0,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
8,Huntsville,AL,Madison,matched_county,county,Alabama,Madison,2013,336,43,59,90,255,81,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
9,Mobile,AL,Mobile,matched_county,county,Alabama,Mobile,2013,285,40,58,90,220,65,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
89,Camden,AR,Ouachita,unmatched,,,,2013,,,,,,,,,,,
10,Little Rock,AR,Pulaski,matched_county,county,Arkansas,Pulaski,2013,365,55,73,108,124,238,3,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
12,Phoenix,AZ,Maricopa,matched_county,county,Arizona,Maricopa,2013,365,68,105,187,36,281,41,7,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
69,Sierra Vista,AZ,Cochise,matched_county,county,Arizona,Cochise,2013,365,49,77,149,201,157,7,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
11,Tucson,AZ,Pima,matched_county,county,Arizona,Pima,2013,365,50,80,311,187,170,5,0,2,1,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
14,Costa Mesa,CA,Orange,matched_county,county,California,Orange,2013,365,59,75,143,79,274,12,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
91,Eureka,CA,Humboldt,matched_county,county,California,Humboldt,2013,365,44,62,108,226,138,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
71,Irvine,CA,Orange,matched_county,county,California,Orange,2013,365,59,75,143,79,274,12,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
73,San Diego,CA,San Diego,matched_county,county,California,San Diego,2013,365,67,101,630,23,305,35,1,0,1,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
13,Yuba City,CA,Sutter,matched_county,county,California,Sutter,2013,365,52,84,126,176,180,9,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
15,Colorado Springs,CO,El Paso,matched_county,county,Colorado,El Paso,2013,365,47,84,140,228,127,10,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
85,Pueblo,CO,Pueblo,matched_county,county,Colorado,Pueblo,2013,127,29,53,92,112,15,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
16,Bridgeport,CT,Fairfield,matched_county,county,Connecticut,Fairfield,2013,365,55,92,185,136,204,19,6,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
17,Wilmington,DE,New Castle,matched_county,county,Delaware,New Castle,2013,365,52,72,133,159,199,7,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
19,Malabar,FL,Brevard,matched_county,county,Florida,Brevard,2013,365,40,55,93,285,80,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
72,Orlando,FL,Orange,matched_county,county,Florida,Orange,2013,365,44,58,108,254,110,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
18,Pensacola,FL,Escambia,matched_county,county,Florida,Escambia,2013,365,49,61,101,202,162,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
20,Atlanta,GA,Fulton,matched_county,county,Georgia,Fulton,2013,365,47,66,177,199,163,2,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
77,Marietta,GA,Cobb,matched_county,county,Georgia,Cobb,2013,355,50,66,108,180,173,2,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
21,Honolulu,HI,Honolulu,matched_county,county,Hawaii,Honolulu,2013,365,37,54,71,294,71,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
83,Carroll,IA,Carroll,unmatched,,,,2013,,,,,,,,,,,
82,Decorah,IA,Winneshiek,unmatched,,,,2013,,,,,,,,,,,
22,Des Moines,IA,Polk,matched_county,county,Iowa,Polk,2013,365,48,64,99,191,174,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
24,Boise,ID,Ada,matched_county,county,Idaho,Ada,2013,365,38,71,194,268,82,11,4,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
23,Kuna,ID,Ada,matched_county,county,Idaho,Ada,2013,365,38,71,194,268,82,11,4,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
66,Chicago,IL,Cook,matched_county,county,Illinois,Cook,2013,365,58,80,136,76,278,11,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
70,Danville,IL,Vermilion,unmatched,,,,2013,,,,,,,,,,,
87,Fort Wayne,IN,Allen,matched_county,county,Indiana,Allen,2013,365,52,66,97,170,195,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2013.zip
