LocationId,City,State,LocationCounty,MatchStatus,SourceGeoType,SourceStateName,SourceGeoName,Year,DaysWithAQI,MedianAQI,P90AQI,MaxAQI,GoodDays,ModerateDays,UnhealthySensitiveDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,SourceUrl
7,Anchorage,AK,Alaska,matched_city_as_county,county,Alaska,Anchorage ,1999,313,34,61,161,241,69,2,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
8,Huntsville,AL,Madison,matched_county,county,Alabama,Madison,1999,364,51,105,182,180,136,33,15,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
9,Mobile,AL,Mobile,matched_county,county,Alabama,Mobile,1999,268,62,122,179,84,139,39,6,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
89,Camden,AR,Ouachita,unmatched,,,,1999,,,,,,,,,,,
10,Little Rock,AR,Pulaski,matched_county,county,Arkansas,Pulaski,1999,365,50,97,182,186,150,25,4,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
12,Phoenix,AZ,Maricopa,matched_county,county,Arizona,Maricopa,1999,365,101,140,185,5,168,170,22,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
69,Sierra Vista,AZ,Cochise,matched_county,county,Arizona,Cochise,1999,355,47,74,129,229,121,5,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
11,Tucson,AZ,Pima,matched_county,county,Arizona,Pima,1999,365,58,87,151,101,247,16,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
14,Costa Mesa,CA,Orange,matched_county,county,California,Orange,1999,365,64,105,164,109,204,47,5,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
91,Eureka,CA,Humboldt,matched_county,county,California,Humboldt,1999,68,36,63,104,45,22,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
71,Irvine,CA,Orange,matched_county,county,California,Orange,1999,365,64,105,164,109,204,47,5,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
73,San Diego,CA,San Diego,matched_county,county,California,San Diego,1999,365,82,129,187,15,248,85,17,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
13,Yuba City,CA,Sutter,matched_county,county,California,Sutter,1999,365,49,126,179,193,105,55,12,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
15,Colorado Springs,CO,El Paso,matched_county,county,Colorado,El Paso,1999,365,43,60,136,301,62,2,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
85,Pueblo,CO,Pueblo,matched_county,county,Colorado,Pueblo,1999,118,30,52,59,105,13,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
16,Bridgeport,CT,Fairfield,matched_county,county,Connecticut,Fairfield,1999,365,46,105,229,212,114,17,14,8,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
17,Wilmington,DE,New Castle,matched_county,county,Delaware,New Castle,1999,365,61,112,215,101,225,22,13,4,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
19,Malabar,FL,Brevard,matched_county,county,Florida,Brevard,1999,359,41,80,156,279,68,11,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
72,Orlando,FL,Orange,matched_county,county,Florida,Orange,1999,364,55,84,177,120,218,24,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
18,Pensacola,FL,Escambia,matched_county,county,Florida,Escambia,1999,365,60,108,182,68,253,39,5,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
20,Atlanta,GA,Fulton,matched_county,county,Georgia,Fulton,1999,365,72,164,236,55,215,43,38,14,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
77,Marietta,GA,Cobb,matched_county,county,Georgia,Cobb,1999,130,67,126,192,37,75,10,8,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
21,Honolulu,HI,Honolulu,matched_county,county,Hawaii,Honolulu,1999,365,29,49,186,334,29,0,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
83,Carroll,IA,Carroll,unmatched,,,,1999,,,,,,,,,,,
82,Decorah,IA,Winneshiek,unmatched,,,,1999,,,,,,,,,,,
22,Des Moines,IA,Polk,matched_county,county,Iowa,Polk,1999,365,33,61,103,288,76,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
24,Boise,ID,Ada,matched_county,county,Idaho,Ada,1999,365,37,57,149,297,66,2,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1999.zip
