LocationId,City,State,LocationCounty,MatchStatus,SourceGeoType,SourceStateName,SourceGeoName,Year,DaysWithAQI,MedianAQI,P90AQI,MaxAQI,GoodDays,ModerateDays,UnhealthySensitiveDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,SourceUrl
7,Anchorage,AK,Alaska,matched_city_as_county,county,Alaska,Anchorage ,2023,365,21,53,71,319,46,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2023.zip
8,Huntsville,AL,Madison,matched_county,county,Alabama,Madison,2023,364,49,66,135,204,157,3,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2023.zip
9,Mobile,AL,Mobile,matched_county,county,Alabama,Mobile,2023,361,46,63,108,203,157,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2023.zip
89,Camden,AR,Ouachita,unmatched,,,,2023,,,,,,,,,,,
10,Little Rock,AR,Pulaski,matched_county,county,Arkansas,Pulaski,2023,365,55,79,174,122,238,4,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2023.zip
12,Phoenix,AZ,Maricopa,matched_county,county,Arizona,Maricopa,2023,365,72,119,183,41,256,61,7,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2023.zip
69,Sierra Vista,AZ,Cochise,matched_county,county,Arizona,Cochise,2023,365,44,64,108,272,90,3,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2023.zip
11,Tucson,AZ,Pima,matched_county,county,Arizona,Pima,2023,365,54,84,147,123,235,7,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2023.zip
14,Costa Mesa,CA,Orange,matched_county,county,California,Orange,2023,365,52,77,166,160,195,9,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2023.zip
91,Eureka,CA,Humboldt,matched_county,county,California,Humboldt,2023,365,32,60,299,284,70,6,1,4,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2023.zip
71,Irvine,CA,Orange,matched_county,county,California,Orange,2023,365,52,77,166,160,195,9,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2023.zip
73,San Diego,CA,San Diego,matched_county,county,California,San Diego,2023,365,67,101,150,61,260,44,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2023.zip
13,Yuba City,CA,Sutter,matched_county,county,California,Sutter,2023,363,49,69,105,192,168,3,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2023.zip
15,Colorado Springs,CO,El Paso,matched_county,county,Colorado,El Paso,2023,365,47,67,154,240,123,1,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2023.zip
85,Pueblo,CO,Pueblo,matched_county,county,Colorado,Pueblo,2023,362,43,67,115,277,84,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2023.zip
16,Bridgeport,CT,Fairfield,matched_county,county,Connecticut,Fairfield,2023,365,46,79,242,210,135,12,7,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2023.zip
