LocationId,City,State,LocationCounty,MatchStatus,SourceGeoType,SourceStateName,SourceGeoName,Year,DaysWithAQI,MedianAQI,P90AQI,MaxAQI,GoodDays,ModerateDays,UnhealthySensitiveDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,SourceUrl
7,Anchorage,AK,Alaska,matched_city_as_county,county,Alaska,Anchorage ,2011,365,33,56,88,300,65,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2011.zip
8,Huntsville,AL,Madison,matched_county,county,Alabama,Madison,2011,331,46,80,126,194,133,4,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2011.zip
9,Mobile,AL,Mobile,matched_county,county,Alabama,Mobile,2011,304,45,80,122,188,109,7,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2011.zip
89,Camden,AR,Ouachita,unmatched,,,,2011,,,,,,,,,,,
10,Little Rock,AR,Pulaski,matched_county,county,Arkansas,Pulaski,2011,365,59,84,147,63,284,18,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2011.zip
12,Phoenix,AZ,Maricopa,matched_county,county,Arizona,Maricopa,2011,365,70,119,572,27,273,48,10,4,3,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2011.zip
69,Sierra Vista,AZ,Cochise,matched_county,county,Arizona,Cochise,2011,352,48,80,119,200,141,11,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2011.zip
11,Tucson,AZ,Pima,matched_county,county,Arizona,Pima,2011,365,51,90,144,166,179,20,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2011.zip
14,Costa Mesa,CA,Orange,matched_county,county,California,Orange,2011,365,62,88,143,43,308,14,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2011.zip
91,Eureka,CA,Humboldt,matched_county,county,California,Humboldt,2011,365,38,60,80,277,88,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2011.zip
71,Irvine,CA,Orange,matched_county,county,California,Orange,2011,365,62,88,143,43,308,14,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2011.zip
73,San Diego,CA,San Diego,matched_county,county,California,San Diego,2011,365,66,100,169,21,310,30,4,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2011.zip
13,Yuba City,CA,Sutter,matched_county,county,California,Sutter,2011,365,58,90,152,92,252,20,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2011.zip
15,Colorado Springs,CO,El Paso,matched_county,county,Colorado,El Paso,2011,365,47,84,143,225,130,10,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2011.zip
85,Pueblo,CO,Pueblo,matched_county,county,Colorado,Pueblo,2011,126,27,49,82,114,12,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2011.zip
16,Bridgeport,CT,Fairfield,matched_county,county,Connecticut,Fairfield,2011,365,41,80,190,257,88,12,8,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2011.zip
17,Wilmington,DE,New Castle,matched_county,county,Delaware,New Castle,2011,365,56,83,187,116,231,14,4,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2011.zip
