LocationId,City,State,LocationCounty,MatchStatus,SourceGeoType,SourceStateName,SourceGeoName,Year,DaysWithAQI,MedianAQI,P90AQI,MaxAQI,GoodDays,ModerateDays,UnhealthySensitiveDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,SourceUrl
7,Anchorage,AK,Alaska,matched_city_as_county,county,Alaska,Anchorage ,1996,351,41,71,128,228,117,6,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1996.zip
8,Huntsville,AL,Madison,matched_county,county,Alabama,Madison,1996,366,44,97,169,226,107,29,4,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1996.zip
9,Mobile,AL,Mobile,matched_county,county,Alabama,Mobile,1996,300,39,80,172,230,55,12,3,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1996.zip
89,Camden,AR,Ouachita,matched_county,county,Arkansas,Ouachita,1996,59,19,31,51,58,1,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1996.zip
10,Little Rock,AR,Pulaski,matched_county,county,Arkansas,Pulaski,1996,366,40,67,154,286,65,14,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1996.zip
12,Phoenix,AZ,Maricopa,matched_county,county,Arizona,Maricopa,1996,366,76,122,201,58,221,71,15,1,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1996.zip
69,Sierra Vista,AZ,Cochise,matched_county,county,Arizona,Cochise,1996,342,44,74,115,233,104,5,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1996.zip
11,Tucson,AZ,Pima,matched_county,county,Arizona,Pima,1996,366,51,87,147,175,174,17,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1996.zip
14,Costa Mesa,CA,Orange,matched_county,county,California,Orange,1996,366,53,105,195,165,145,48,8,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1996.zip
91,Eureka,CA,Humboldt,matched_county,county,California,Humboldt,1996,68,15,31,67,66,2,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_1996.zip
