LocationId,City,State,LocationCounty,MatchStatus,SourceGeoType,SourceStateName,SourceGeoName,Year,DaysWithAQI,MedianAQI,P90AQI,MaxAQI,GoodDays,ModerateDays,UnhealthySensitiveDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,SourceUrl
7,Anchorage,AK,Alaska,matched_city_as_county,county,Alaska,Anchorage ,2015,361,34,60,79,261,100,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2015.zip
8,Huntsville,AL,Madison,matched_county,county,Alabama,Madison,2015,333,39,58,87,265,68,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2015.zip
9,Mobile,AL,Mobile,matched_county,county,Alabama,Mobile,2015,363,48,61,105,192,170,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2015.zip
89,Camden,AR,Ouachita,unmatched,,,,2015,,,,,,,,,,,
10,Little Rock,AR,Pulaski,matched_county,county,Arkansas,Pulaski,2015,365,53,69,100,151,214,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2015.zip
12,Phoenix,AZ,Maricopa,matched_county,county,Arizona,Maricopa,2015,365,66,100,147,62,267,36,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2015.zip
69,Sierra Vista,AZ,Cochise,matched_county,county,Arizona,Cochise,2015,365,44,64,90,272,93,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2015.zip
11,Tucson,AZ,Pima,matched_county,county,Arizona,Pima,2015,365,46,71,101,236,128,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2015.zip
14,Costa Mesa,CA,Orange,matched_county,county,California,Orange,2015,365,61,87,156,57,287,19,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2015.zip
91,Eureka,CA,Humboldt,matched_county,county,California,Humboldt,2015,365,40,59,91,241,124,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2015.zip
71,Irvine,CA,Orange,matched_county,county,California,Orange,2015,365,61,87,156,57,287,19,2,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2015.zip
73,San Diego,CA,San Diego,matched_county,county,California,San Diego,2015,365,65,102,156,46,278,40,1,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2015.zip
13,Yuba City,CA,Sutter,matched_county,county,California,Sutter,2015,365,54,86,119,157,200,8,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2015.zip
15,Colorado Springs,CO,El Paso,matched_county,county,Colorado,El Paso,2015,365,44,64,105,283,81,1,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2015.zip
85,Pueblo,CO,Pueblo,matched_county,county,Colorado,Pueblo,2015,129,25,43,95,120,9,0,0,0,0,https://aqs.epa.gov/aqsweb/airdata/annual_aqi_by_county_2015.zip
