"Company","ATS","Title","Field","Team","Location","Region","Employment","PayMin","PayMax","PayInterval","Education","URL","DefenseRelevance","DefenseSignal"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Operations Manager (Nights), Data Center Operations","team-support","","Dublin, OH","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10480708/data-center-operations-manager-nights-data-center-operations","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Facilities Manager (Night Shift)","team-support","","Manassas, VA","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10383939/data-center-facilities-manager-night-shift","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Infrastructure Delivery Manager, Infrastructure Delivery","team-support-engineer-primary","","Herndon, VA","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10459747/data-center-infrastructure-delivery-manager-infrastructure-delivery","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Facilities Manager , AWS Opportunity for Military Community","team-no-matching-primary-label-listed","","Jeffersonville, OH","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10378667/data-center-facilities-manager-aws-opportunity-for-military-community","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs"," Data Center Technician","team-administrative-support-primary","","Hermiston, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10440148/data-center-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician, DCC Communities","team-support-engineer-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10387127/data-center-technician-dcc-communities","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Operations Technician","team-administrative-support-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10400102/data-center-operations-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Operations Technician","team-administrative-support-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10415298/data-center-operations-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician, DCC Communities","team-support-engineer-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10387124/data-center-technician-dcc-communities","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Operations Technician","team-administrative-support-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10410435/data-center-operations-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician, DCC Communities","team-support-engineer-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10387137/data-center-technician-dcc-communities","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Network Install Technician","team-administrative-support-primary","","Hermiston, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10371826/network-install-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Network Install Technician","team-administrative-support-primary","","Hermiston, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10378327/network-install-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Manager (Night), DCC Communities ","team-support","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10426755/data-center-manager-night-dcc-communities","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Network Install Technician","team-administrative-support-primary","","Hermiston, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10392023/network-install-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Network Install Technician","team-administrative-support-primary","","Hermiston, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10392022/network-install-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Network Install Technician","team-support-engineer-primary","","Hermiston, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10387479/network-install-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Network Install Technician","team-support-engineer-primary","","Hermiston, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10387470/network-install-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Network Install Technician","team-support-engineer-primary","","Hermiston, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10387465/network-install-technician","gov_customer","govcloud"
