"Company","ATS","Title","Field","Team","Location","Region","Employment","PayMin","PayMax","PayInterval","Education","URL","DefenseRelevance","DefenseSignal"
"Oracle","Oracle Recruiting","Senior Consultant - Inpatient Nursing & Ancillary","","","United States","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/335975","gov_customer","department of defense"
"Oracle","Oracle Recruiting","Sr. SRE-Oracle DBA","","","Seattle, WA","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/332567","cleared","ts/sci"
"Oracle","Oracle Recruiting","Senior Consultant - Gen Lab","","","United States","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/335245","gov_customer","department of defense"
"Oracle","Oracle Recruiting","Oracle Health Federal Learning Consultant-100% Travel","","","United States","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/335232","cleared","security clearance"
"Oracle","Oracle Recruiting","Oracle Health Learning Leader","","","United States","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/335382","cleared","security clearance"
"Oracle","Oracle Recruiting","Implementation Consultant – Revenue Cycle Patient Access (Scheduling/ Registration )","","","United States","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/334546","gov_customer","department of defense"
"Oracle","Oracle Recruiting","GDI Business Analyst Intern - OVIP","","","Austin, TX","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/334390","cleared","security clearance"
"Oracle","Oracle Recruiting","Principal Consultant  -Gen Lab","","","United States","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/334423","gov_customer","department of defense"
"Oracle","Oracle Recruiting","Principal Consultant - Microbiology","","","United States","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/334441","gov_customer","department of defense"
"Oracle","Oracle Recruiting","Implementation Consultant – Revenue Cycle Patient Access (Scheduling/ Registration )","","","United States","US (CONUS)","","","","","","https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/334397","gov_customer","department of defense"
