"Company","ATS","Title","Field","Team","Location","Region","Employment","PayMin","PayMax","PayInterval","Education","URL","DefenseRelevance","DefenseSignal"
"xAI","Greenhouse","Member Of Technical Staff - Cloud Infrastructure","Engineering","","Palo Alto, CA","US (CONUS)","","","","","","https://job-boards.greenhouse.io/xai/jobs/5133071007","cleared","top secret"
"xAI","Greenhouse","Power Generation Engineer - Memphis","Data Center","","Southaven, MS; Memphis, TN","US (CONUS)","","","","","","https://job-boards.greenhouse.io/xai/jobs/4869805007","gov_customer","federal agencies"
"xAI","Greenhouse","Sr. Security Engineer - GRC Frameworks & AI Governance","Information Security","","Palo Alto, CA; New York, NY; Washington, DC","US (CONUS)","","","","","","https://job-boards.greenhouse.io/xai/jobs/5007261007","gov_customer","public sector"
